,title,gross_worldwide,movie_id,year,plot
738,Ted 2,"$215,863,606",2637276,2015,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.::Anonymous"
739,Bram Stoker's Dracula,"$215,862,692",0103874,1992,The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.::Kenneth Chisholm
740,Vertical Limit,"$215,663,859",0190865,2000,"A climber must rescue his sister on top of K2, one of the world's biggest mountains.::Mystic80"
741,Ghostbusters II,"$215,394,738",0097428,1989,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.::Kenneth Chisholm
742,The Patriot,"$215,294,342",0187393,2000,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.::Denny Gibbons
743,The Sorcerer's Apprentice,"$215,283,742",0963966,2010,Master sorcerer Balthazar Blake must find and train Merlin's descendant to defeat dark sorceress Morgana la Fée.::rball4042
744,Just Go with It,"$214,945,591",1564367,2011,"On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.::IMDb Editor"
745,The Expendables 3,"$214,657,577",2333784,2014,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.::Anonymous"
746,The Fast and the Furious,"$214,463,726",0232500,2001,Los Angeles police officer Brian O'Conner must decide where his loyalty really lies when he becomes enamored with the street racing world he has been sent undercover to destroy.::rball4042; Car7
747,Creed II,"$214,215,889",6343314,2018,"Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.::Shajee Zuhair"
748,Public Enemies,"$214,104,620",1152836,2009,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.::IMDb editor"
749,Smallfoot,"$214,040,103",6182908,2018,"A Yeti is convinced that the elusive creatures known as ""humans"" really do exist."
750,The Bourne Identity,"$214,034,224",0258463,2002,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
751,Disclosure,"$214,015,089",0109635,1994,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.::mystic80"
752,The Aviator,"$213,719,942",0338751,2004,A biopic depicting the early years of legendary Director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.::Apster
753,"Crouching Tiger, Hidden Dragon","$213,525,736",0190332,2000,A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.::paulrichard
754,Braveheart,"$213,216,216",0112573,1995,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.::Daniel Williamson
755,Into the Woods,"$212,902,372",0083907,1981,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.::Adam Pierson"
756,Bedtime Stories,"$212,874,864",0960731,2008,A hotel handyman's life changes when the lavish bedtime stories he tells his niece and nephew start to magically come true.::Anonymous
757,Miss Congeniality,"$212,742,720",0212346,2000,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.::Tom Bilson
758,Entrapment,"$212,404,396",0137494,1999,An insurance agent is sent by her employer to track down and help capture an art thief.::Anonymous
759,Ace Ventura: When Nature Calls,"$212,385,533",0112281,1995,"Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa.::sspurli"
760,End of Days,"$211,989,043",0146675,1999,"At the end of the century, Satan visits New York in search of a bride. It's up to an ex-cop who now runs an elite security outfit to stop him.::Andrew W. Huppert <huppert@imail.cc>"
761,Bridget Jones's Baby,"$211,952,420",1473832,2016,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.::Anonymous"
762,Battle Los Angeles,"$211,819,354",1217613,2011,A squad of U.S. Marines becomes the last line of defense against a global invasion.::rball4042
763,Fury,"$211,817,906",2713180,2014,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.::ahmetkozan"
764,Australia,"$211,787,511",0455824,2008,"Set in northern Australia before World War II, an English aristocrat who inherits a sprawling ranch reluctantly pacts with a stock-man in order to protect her new property from a takeover plot. As the pair drive 2,000 head of cattle over unforgiving landscape, they experience the bombing of Darwin, Australia, by Japanese forces firsthand.::Anonymous"
765,Due Date,"$211,780,824",1231583,2010,High-strung father-to-be Peter Highman is forced to hitch a ride with aspiring actor Ethan Tremblay on a road trip in order to make it to his child's birth on time.::IMDb Editors
766,Master and Commander: The Far Side of the World,"$211,622,535",0311113,2003,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.::Kenneth Chisholm"
767,Lemony Snicket's A Series of Unfortunate Events,"$211,468,235",4834206,2017,"After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.::Meggie Johnson-Clark"
768,District 9,"$210,888,950",1136608,2009,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.::tb4000
769,The Jungle Book,"$210,310,084",3040964,2016,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.::ralo229"
770,Moonraker,"$210,308,099",0079574,1979,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.::Kenneth Chisholm"
771,The Others,"$209,947,037",0230600,2001,A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.::Kenneth Chisholm
772,Horrible Bosses,"$209,838,559",1499658,2011,Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.::Anonymous
773,Red Dragon,"$209,196,298",0289765,2002,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.::Tom Benton and assmn316"
774,Little Women,"$209,101,214",3281548,2019,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.::Sony Pictures"
775,Tomorrowland,"$209,035,668",1964418,2015,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.::Anonymous"
776,Me Before You,"$208,314,186",2674426,2016,A girl in a small town forms an unlikely bond with a recently-paralyzed man she's taking care of.::Anonymous
777,Safe House,"$208,076,205",1599348,2012,"A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge.::IMDb Editors"
778,S.W.A.T.,"$207,725,639",6111130,2017,Follows a locally born and bred S.W.A.T. sergeant and his team of highly-trained men and women as they solve crimes in Los Angeles.::ahmetkozan
779,Traffic,"$207,515,725",0181865,2000,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business."
780,Paranormal Activity 3,"$207,039,844",1778304,2011,"In 1988, young sisters Katie and Kristi befriend an invisible entity who resides in their home.::IMDb Editors"
781,Philadelphia,"$206,678,440",0472954,2005,Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.::mystic80
782,Sleepy Hollow,"$206,071,502",0162661,1999,"Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people, with the culprit being the legendary apparition, The Headless Horseman."
783,The Holiday,"$205,841,885",0457939,2006,"Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.::Zac Abrams"
784,London Has Fallen,"$205,754,447",3300542,2016,"In London for the Prime Minister's funeral, Mike Banning is caught up in a plot to assassinate all the attending world leaders.::Anonymous"
785,A Dog's Purpose,"$205,736,628",1753383,2017,A dog looks to discover his purpose in life over the course of several lifetimes and owners.
786,The Break-Up,"$205,668,210",0452594,2006,"In a bid to keep their luxurious condo from their significant other, a couple's break-up proceeds to get uglier and nastier by the moment.::mystic80"
787,Journey to the West,"$205,637,183",2017561,2013,"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King.::Anonymous"
788,JFK,"$205,405,498",0102138,1991,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.::Jon Reeves <jreeves@imdb.com>
789,White House Down,"$205,366,737",2334879,2013,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.::Anonymous"
790,Fun with Dick and Jane,"$204,681,899",0369441,2005,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.::Joseph"
791,Eat Pray Love,"$204,594,016",0879870,2010,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".::Albert Sanchez Moreno a.moreno@mindspring.com"
792,You Don't Mess with the Zohan,"$204,313,400",0960144,2008,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.::ydekel
793,King Arthur,"$203,567,857",1972591,2017,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.::ahmetkozan"
794,Hairspray,"$203,552,922",0427327,2007,Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.::Anonymous
795,Yogi Bear,"$203,509,374",1302067,2010,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo and Ranger Smith.::Anonymous"
796,Everest,"$203,427,584",6324278,2019,Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.::Anonymous
797,Vanilla Sky,"$203,388,341",0259711,2001,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.::David
798,Arrival,"$203,388,186",2543164,2016,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecraft appear around the world.::Noah Orent
799,Need for Speed,"$203,277,636",2369135,2014,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins."
800,Ponyo,"$203,204,882",0876563,2008,"A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.::IMDb Editors"
801,Garfield,"$203,172,417",0356634,2004,"Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.::Lee Jamilkowski"
802,The Addams Family,"$203,044,905",0101272,1991,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.::Kenneth Chisholm
803,Patch Adams,"$202,292,902",0129290,1998,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos.::kingnoel_john"
804,Teenage Mutant Ninja Turtles,"$201,965,915",0100758,1990,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.::Kenneth Chisholm
805,Kindergarten Cop,"$201,957,688",0099938,1990,"A tough cop must pose as a kindergarten teacher in order to locate a dangerous criminal's ex-wife, who may hold the key to putting him behind bars."
806,Harley Quinn: Birds of Prey,"$201,858,461",7713068,2020,"After splitting with the Joker, Harley Quinn joins superheroes Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord."
807,Straight Outta Compton,"$201,634,991",1398426,2015,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.::Anonymous"
808,21 Jump Street,"$201,585,328",1232829,2012,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.::IMDb Editors
809,Valkyrie,"$201,545,517",0985699,2008,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.::Kenneth Chisholm"
810,Open Season,"$200,811,689",0400717,2006,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters."
811,Cats & Dogs,"$200,687,492",0239395,2001,"A look at the top-secret, high-tech espionage war going on between cats and dogs, of which their human owners are blissfully unaware."
812,The Hunt for Red October,"$200,512,643",0099810,1990,"In November 1984, the Soviet Union's best submarine Captain in their newest sub violates orders and heads for the U.S. Is he trying to defect or to start a war?::Brad Twersky"
813,Percy Jackson: Sea of Monsters,"$199,850,315",1854564,2013,"In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.::Anonymous"
814,Two Weeks Notice,"$199,043,242",0313737,2002,"A lawyer decides that she's used too much like a nanny by her boss, so she walks out on him.::Mathew Buck"
815,RED,"$199,006,387",1245526,2010,"When his peaceful life is threatened by a high-tech assassin, former black-ops agent Frank Moses reassembles his old team in a last-ditch effort to survive and uncover his assailants.::IMDb Editors"
816,City of Angels,"$198,685,114",0120632,1998,"An angel on Earth, a doctor unable to believe, a patient with a secret, a love story made in Heaven.::Chockys"
817,The Pacifier,"$198,636,868",0395699,2005,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.::IMDb Editors"
818,50 First Dates,"$198,520,934",0343660,2004,"Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.::ahmetkozan"
819,Total Recall,"$198,467,168",0100802,1990,"When a man goes for virtual vacation memories of the planet Mars, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?::Kenneth Chisholm"
820,The Island,"$198,326,350",0399201,2005,"A man living in a futuristic sterile colony begins to question his circumscribed existence when his friend is chosen to go to the Island, the last uncontaminated place on earth."
821,The Impossible,"$198,087,212",1649419,2012,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.::Kenneth Chisholm
822,Lost in Thailand,"$197,757,387",2459022,2012,"On a wild road trip, three men find inner peace in the city that never sleeps.::Anonymous"
823,Christopher Robin,"$197,744,377",4575576,2018,"A working-class family man, Christopher Robin, encounters his childhood friend Winnie-the-Pooh, who helps him to rediscover the joys of life."
824,Jack the Giant Slayer,"$197,687,603",1351685,2013,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.::Anonymous"
825,Smurfs: The Lost Village,"$197,183,546",2398241,2017,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.::Sony Pictures Entertainment"
826,Spy Kids 3-D: Game Over,"$197,101,678",0338459,2003,"Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world.::Anonymous"
827,Panic Room,"$197,079,546",0258000,2002,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.::PaulRichard"
828,The Other Woman,"$196,710,396",2203939,2014,"After discovering her boyfriend is married, Carly soon meets the wife he's been betraying. And when yet another love affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.::Anonymous"
829,Stargate,"$196,567,262",0118480,1997,"A secret military team, SG-1, is formed to explore other planets through the recently discovered Stargates.::Sean Fitzgibbons <lobot@mail.idt.net>"
830,Beowulf,"$196,393,745",0442933,2007,"The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, and later, Grendel's Mother, who begins killing out of revenge.::Skip4591"
831,The Vow,"$196,114,570",1606389,2012,"A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.::IMDb Editor"
832,Anger Management,"$195,745,823",1986770,2012,"Ex baseball player Charlie is an anger management therapist with small group sessions at home. He has an OCD teen daughter, an ex-wife and a sex buddy/therapist.::Scott Filtenborg"
833,Tropic Thunder,"$195,702,811",0942385,2008,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.::Anonymous"
834,The Shape of Water,"$195,333,312",5580390,2017,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity."
835,The Pelican Brief,"$195,268,056",0107798,1993,"A law student uncovers a conspiracy, putting herself and others in danger.::Anonymous"
836,The BFG,"$195,243,411",3691740,2016,"An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.::MadMovieManiac"
837,Rocketman,"$195,179,299",2066051,2019,A musical fantasy about the fantastical human story of Elton John's breakthrough years.::Paramount Pictures
838,The Intern,"$194,564,672",2361509,2015,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.::Warner Bros."
839,Downton Abbey,"$194,273,763",1606375,2010,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.::Kenneth Chisholm
840,Wallace & Gromit: The Curse of the Were-Rabbit,"$194,111,171",0312004,2005,"Wallace and his loyal dog, Gromit, set out to discover the mystery behind the garden sabotage that plagues their village and threatens the annual giant vegetable growing contest.::IMDb Editors"
841,Gnomeo & Juliet,"$193,967,670",0377981,2011,"Separated by a garden fence and a feud, are blue gnomes on one side and red gnomes on the other. This doesn't stop blue Gnomeo and red Juliet from falling in love with each other. Do they have a future together?::Scott Filtenborg"
842,The Sum of All Fears,"$193,921,372",0164184,2002,"CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.::assmn316"
843,Gangs of New York,"$193,772,504",0217505,2002,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher, his father's killer.::Shannon Patrick Sullivan <shannon@mun.ca>"
844,The Monkey King 2,"$193,678,298",4591310,2016,"When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon."
845,Paranormal Activity,"$193,355,800",1179904,2007,"After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.::Anonymous"
846,Weathering with You,"$193,176,979",9426210,2019,A high-school boy who has run away to Tokyo befriends a girl who appears to be able to manipulate the weather.
847,The Post,"$192,938,646",6294822,2017,A cover-up spanning four U.S. Presidents pushes the country's first female newspaper publisher and her editor to join an unprecedented battle between press and government.::Twentieth Century Fox
848,The Equalizer,"$192,330,738",0455944,2014,"A man believes he has put his mysterious past behind him and has dedicated himself to beginning a new, quiet life, before he meets a young girl under the control of ultra-violent Russian gangsters and can't stand idly by.::Sony Pictures Entertainment"
849,The LEGO Movie 2: The Second Part,"$192,306,508",3513498,2019,"It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.::Warner Bros."
850,The Addams Family,"$191,502,426",0101272,1991,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.::Kenneth Chisholm
851,The Longest Yard,"$191,466,556",0398165,2005,Prison inmates form a football team to challenge the prison guards.::monkeykingma
852,Cheaper by the Dozen,"$190,538,630",0349205,2003,"With his wife doing a book tour, a father of twelve must handle a new job and his unstable brood.::monkeykingma"
853,The Equalizer 2,"$190,400,157",3766354,2018,"Robert McCall serves an unflinching justice for the exploited and oppressed, but how far will he go when that is someone he loves?::Sony Pictures"
854,Hollow Man,"$190,213,455",0164052,2000,"When the leader of a team of scientists volunteers to be the test subject for their experiment in human invisibility, he slowly unravels and turns against them, with horrific consequences."
855,Outbreak,"$189,859,560",0114069,1995,Army doctors struggle to find a cure for a deadly virus spreading throughout a California town that was brought to America by an African monkey.::rdarnow
856,The Santa Clause,"$189,833,357",0111070,1994,"When a man inadvertently makes Santa fall off of his roof on Christmas Eve, he finds himself magically recruited to take his place.::Kenneth Chisholm"
857,The White Storm 2: Drug Lords,"$189,396,380",8239806,2019,"A wealthy businessman tries to take down a drug kingpin that he used to work with, while a policeman tries to find justice without breaking the law."
858,The X Files,"$189,176,423",0106179,1993,"Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.::Kenneth Chisholm"
859,Breakup Buddies,"$189,017,596",3890264,2014,"Recently cuckolded and reeling from a messy divorce, a hapless former singer hits the road and the bar with his all-too-helpful best bud.::Toronto International Film Festival"
860,Rambo III,"$189,015,611",0095956,1988,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.::Punctuation correction
861,The Secret Life of Walter Mitty,"$188,133,322",0359950,2013,"When both he and a colleague are about to lose their job, Walter takes action by embarking on an adventure more extraordinary than anything he could have ever imagined.::20th Century Fox"
862,Jaws 2,"$187,884,007",0077766,1978,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.::Tom Benton
863,12 Years a Slave,"$187,733,202",2024544,2013,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.::Fox Searchlight"
864,Heat,"$187,436,818",0113277,1995,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.::Daniel Jos. Leary
865,Mr. Popper's Penguins,"$187,361,754",1396218,2011,"The life of a businessman begins to change after he inherits six penguins, and as he transforms his apartment into a winter wonderland, his professional side starts to unravel.::Anonymous"
866,The Grudge,"$187,281,115",3612126,2020,A house is cursed by a vengeful ghost that dooms those who enter it with a violent death.::Anonymous
867,I Now Pronounce You Chuck & Larry,"$187,134,117",0762107,2007,"Two straight, single Brooklyn firefighters pretend to be a gay couple in order to receive domestic partner benefits.::Anonymous"
868,The Horse Whisperer,"$186,883,563",0119314,1998,The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.::Anonymous
869,Walk the Line,"$186,797,986",0358273,2005,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.::IMDb Editors"
870,The Jungle Book 2,"$186,303,759",0283426,2003,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.::Max Vaughn"
871,The Final Destination,"$186,167,139",1144884,2009,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.::IMDb Editor"
872,Atlantis: The Lost Empire,"$186,053,725",0230011,2001,A young adventurer named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.::IMDb Editors
873,Inside Man,"$186,003,591",0454848,2006,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.::Anonymous"
874,The Waterboy,"$185,991,646",0120484,1998,A waterboy for a college football team discovers he has a unique tackling ability and becomes a member of the team.::Robert McCrory
875,Hugo,"$185,770,160",0970179,2011,"In 1931 Paris, an orphan living in the walls of a train station gets wrapped up in a mystery involving his late father and an automaton."
876,Pitch Perfect 3,"$185,400,345",4765284,2017,"Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices.::rdarnow"
877,Watchmen,"$185,382,813",7049682,2019,"Set in an alternate history where masked vigilantes are treated as outlaws, Watchmen embraces the nostalgia of the original groundbreaking graphic novel of the same name, while attempting to break new ground of its own.::HBO"
878,The Birdcage,"$185,260,553",0115685,1996,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.::Kenneth Chisholm
879,Moulin Rouge!,"$184,935,030",0203009,2001,A poet falls for a beautiful courtesan whom a jealous duke covets.::LVJeff
880,Snow White and the Seven Dwarfs,"$184,925,486",0029583,1937,"Exiled into the dangerous forest by her wicked stepmother, a princess is rescued by seven dwarf miners who make her part of their household.::Dynasti Noble"
881,Hop,"$183,953,723",1411704,2011,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.::Anonymous"
882,Bad Moms,"$183,936,074",4651520,2016,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.::STX Entertainment"
883,Jupiter Ascending,"$183,887,723",1617661,2015,A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.::Scott Moran
884,Knowing,"$183,658,498",0448011,2009,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.::rball4042
885,102 Dalmatians,"$183,611,771",0211181,2000,Cruella DeVil gets out of prison and goes after the puppies once more.::ahmetkozan
886,Storks,"$183,388,953",4624424,2016,"Storks have moved on from delivering babies to packages. But when an order for a baby appears, the best delivery stork must scramble to fix the error by delivering the baby."
887,Paul Blart: Mall Cop,"$183,348,429",1114740,2009,"When a shopping mall is taken over by a gang of organized crooks, it's up to a mild-mannered security guard to save the day.::IMDb editor"
888,Wayne's World,"$183,097,323",0105793,1992,Two slacker friends try to promote their public-access cable show.::Murray Chapman <muzzle@imdb.com>
889,Maverick,"$183,031,272",0050037,1957,Bret and Bart Maverick are well-dressed gamblers who migrate from town to town always looking for a good game.
890,Mirror Mirror,"$183,018,522",1667353,2012,An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.::Anonymous
891,The Man in the Iron Mask,"$182,968,902",0120744,1998,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?::Anonymous
892,Cape Fear,"$182,291,969",0101540,1991,"A convicted rapist, released from prison after serving a fourteen-year sentence, stalks the family of the lawyer who originally defended him.::alfiehitchie"
893,The Haunted Mansion,"$182,290,266",0338094,2003,"A realtor and his wife and children are summoned to a mansion, which they soon discover is haunted, and while they attempt to escape, he learns an important lesson about the family he has neglected.::NotoriousFluffyG"
894,While You Were Sleeping,"$182,057,016",0114924,1995,A hopelessly romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.::Anonymous
895,The Bridges of Madison County,"$182,016,617",0112579,1995,Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.::Rob Hartill
896,Abominable,"$181,705,838",6324278,2019,Three teenagers must help a Yeti return to his family while avoiding a wealthy man and a zoologist who want him for their own needs.::Anonymous
897,Poseidon,"$181,674,817",0409182,2006,"On New Year's Eve, the luxury ocean liner Poseidon capsizes after being swamped by a rogue wave. The survivors are left to fight for their lives as they attempt to escape the sinking ship.::harpster_2004@yahoo.co.uk"
898,The First Wives Club,"$181,489,203",0116313,1996,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.::David Stumme <David.Stumme@westgroup.com>"
899,Scooby-Doo 2: Monsters Unleashed,"$181,216,833",0331632,2004,"The Mystery Inc. gang must save Coolsville from an attack of past unmasked monsters brought to life by an evil masked figure trying to ""unmask"" the gang.::Mr. Top Hat"
